organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
Liver,Endoderm,Hepatic stellate cells,1,CCL2,Y,1.0,0.0642633,0.037,0.9357,MCP1; MCP-1; MCAF; SMC-CF; GDCF-2; HC11; MGC9434; SCYA2,C-C motif chemokine ligand 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,2,BGN,Y,1.0,0.0648903,0.097,0.9351,DSPG1; SLRR1A,biglycan,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,3,IGFBP6,Y,1.0,0.0833856,0.039,0.9166,,insulin like growth factor binding protein 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,4,COL3A1,Y,1.0,0.0987461,0.086,0.9013,EDS4A,collagen type III alpha 1 chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,5,CTGF,Y,1.0,0.0990596,0.028,0.9009,IGFBP8; CCN2,connective tissue growth factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,6,COL1A1,Y,1.0,0.099373,0.081,0.9006,,collagen type I alpha 1 chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,7,DCN,Y,1.0,0.106583,0.084,0.8934,DSPG2; SLRR1B,decorin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,8,COL1A2,Y,1.0,0.123824,0.097,0.8762,,collagen type I alpha 2 chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,9,CYR61,Y,1.0,0.13511,0.125,0.8649,IGFBP10,cysteine rich angiogenic inducer 61,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,10,TPM2,Y,1.0,0.146395,0.075,0.8536,NEM4; AMCD1,tropomyosin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,11,MYL9,Y,1.0,0.159875,0.081,0.8401,MYRL2; MLC2; LC20; MRLC1,myosin light chain 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,12,SPARC,Y,1.0,0.230408,0.307,0.7696,ON,secreted protein acidic and cysteine rich,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,13,IGFBP7,Y,1.0,0.238558,0.172,0.7614,MAC25; IGFBP-7; FSTL2,insulin like growth factor binding protein 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,14,COLEC11,Y,0.5,0.00658307,0.002,0.4967,MGC3279; CL-K1,collectin subfamily member 11,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,15,ACTA2,Y,0.5,0.0191223,0.035,0.4904,ACTSA,"actin, alpha 2, smooth muscle, aorta","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,16,OLFML3,Y,0.5,0.030721,0.053,0.4846,HNOEL-iso; OLF44,olfactomedin like 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,17,IGFBP3,Y,0.5,0.0589342,0.031,0.4705,IBP3; BP-53,insulin like growth factor binding protein 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,18,MEG3,Y,0.5,0.115047,0.288,0.4425,GTL2; NCRNA00023; LINC00023; onco-lncRNA-83,maternally expressed 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,19,RBP1,Y,0.5,0.164263,0.114,0.4179,CRBP1; CRBP; RBPC; CRBPI,retinol binding protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,20,TAGLN,Y,0.0,0.000626959,0.01,0.0,SM22; WS3-10; TAGLN1; DKFZp686P11128,transgelin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,21,HGF,Y,0.0,0.00752351,0.002,0.0,F-TCF; HGFB; HPTA; DFNB39,hepatocyte growth factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,22,TIMP1,N,1.0,0.409404,0.097,0.5906,TIMP; CLGI,TIMP metallopeptidase inhibitor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,23,PPARG,N,0.5,0.0106583,0.006,0.4947,PPARG1; PPARG2; NR1C3; PPARgamma,peroxisome proliferator activated receptor gamma,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,24,ALB,N,0.5,0.0275862,0.008,0.4862,,albumin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,25,VCL,N,0.5,0.0667712,0.018,0.4666,,vinculin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,26,ADAMTS13,N,0.0,0.0,0.0,0.0,VWFCP; vWF-CP; FLJ42993; MGC118899; MGC118900; DKFZp434C2322; C9orf8,ADAM metallopeptidase with thrombospondin type 1 motif 13,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,27,PNPLA3,N,0.0,0.0,0.0,0.0,dJ796I17.1; FLJ22012; adiponutrin; iPLA2epsilon; C22orf20; ADPN,patatin like phospholipase domain containing 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,28,SEMA7A,N,0.0,0.00031348,0.006,0.0,H-Sema-L; CD108; SEMAL,semaphorin 7A (John Milton Hagen blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,29,NR1H4,N,0.0,0.000626959,0.002,0.0,FXR; RIP14; HRR1; HRR-1,nuclear receptor subfamily 1 group H member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,30,FGF10,N,0.0,0.000626959,0.001,0.0,,fibroblast growth factor 10,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,31,AGTR1,N,0.0,0.00188088,0.0,0.0,AT2R1; AGTR1A; AT2R1A; HAT1R; AG2S; AT2R1B; AT1B; AGTR1B,angiotensin II receptor type 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,32,NGFR,N,0.0,0.00219436,0.007,0.0,TNFRSF16; CD271; p75NTR,nerve growth factor receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,33,PPARA,N,0.0,0.00250784,0.001,0.0,hPPAR; NR1C1; PPAR,peroxisome proliferator activated receptor alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,34,FAP,N,0.0,0.00250784,0.006,0.0,,fibroblast activation protein alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,35,RELN,N,0.0,0.00344828,0.018,0.0,RL; PRO1598,reelin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,36,GFAP,N,0.0,0.00564263,0.013,0.0,FLJ45472,glial fibrillary acidic protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,37,SLC8A1,N,0.0,0.00595611,0.002,0.0,NCX1,solute carrier family 8 member A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,38,SYP,N,0.0,0.00721003,0.049,0.0,MRX96,synaptophysin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,39,FOXF1,N,0.0,0.00846395,0.008,0.0,FREAC1; FKHL5,forkhead box F1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,40,DES,N,0.0,0.00940439,0.021,0.0,CMD1I; CSM1; CSM2,desmin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,41,MYB,N,0.0,0.0134796,0.027,0.0,c-myb,"MYB proto-oncogene, transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,42,CYGB,N,0.0,0.0219436,0.038,0.0,HGB; STAP,cytoglobin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,43,WT1,N,0.0,0.0225705,0.01,0.0,WIT-2; AWT1; NPHS4; GUD,Wilms tumor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,44,VEGFA,N,0.0,0.0247649,0.021,0.0,VEGF-A; VPF; VEGF,vascular endothelial growth factor A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,45,PDGFRA,N,0.0,0.0476489,0.044,0.0,CD140a; PDGFR2; GAS9,platelet derived growth factor receptor alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatic stellate cells,46,RGS5,N,,,0.043,0.0,,regulator of G protein signaling 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,1,HNF4A,Y,0.0,0.00783208,0.019,0.0,NR2A1; HNF4; TCF14; MODY; MODY1,hepatocyte nuclear factor 4 alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,2,HNF1B,Y,0.0,0.0093985,0.005,0.0,LFB3; VHNF1; HNF1beta; MODY5; TCF2,HNF1 homeobox B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,3,AFP,Y,0.0,0.0106516,0.007,0.0,FETA; HPAFP,alpha fetoprotein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,4,MET,Y,0.0,0.0162907,0.006,0.0,HGFR; RCCP2; DFNB97,"MET proto-oncogene, receptor tyrosine kinase","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,5,HHEX,Y,0.0,0.0228697,0.037,0.0,HEX; HOX11L-PEN; PRHX,hematopoietically expressed homeobox,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,6,ALB,Y,0.0,0.0278822,0.008,0.0,,albumin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,7,DLK1,Y,0.0,0.0460526,0.055,0.0,FA1; pG2; Pref-1; ZOG; Delta1,delta like non-canonical Notch ligand 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,8,KRT8,Y,0.0,0.211153,0.12,0.0,K8; CK8; CYK8; K2C8; KO,keratin 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,9,KRT18,Y,0.0,0.237782,0.126,0.0,,keratin 18,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,10,CEBPA,N,0.0,0.0,0.025,0.0,C/EBP-alpha; CEBP,CCAAT enhancer binding protein alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,11,FOXM1,N,0.0,0.0,0.001,0.0,HFH-11; trident; HNF-3; INS-1; MPP2; MPHOSPH2; TGT3; FKHL16,forkhead box M1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,12,GGT1,N,0.0,0.0018797,0.01,0.0,D22S672; D22S732; CD224,gamma-glutamyltransferase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,13,MAP2K4,N,0.0,0.00344612,0.023,0.0,MEK4; JNKK1; PRKMK4; MKK4; SERK1,mitogen-activated protein kinase kinase 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,14,PROX1,N,0.0,0.0109649,0.028,0.0,,prospero homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,15,KRT14,N,0.0,0.0197368,0.019,0.0,EBS3; EBS4,keratin 14,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,16,SMAD5,N,0.0,0.0272556,0.019,0.0,Dwfc; JV5-1; MADH5,SMAD family member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatoblasts,17,CDH1,N,0.0,0.0416667,0.056,0.0,uvomorulin; CD324; UVO,cadherin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,1,ORM1,Y,0.972973,0.0120444,0.011,0.9613,,orosomucoid 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,2,APOC3,Y,0.972973,0.0133122,0.018,0.96,,apolipoprotein C3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,3,ALB,Y,0.972973,0.0167987,0.008,0.9566,,albumin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,4,SERPINA1,Y,0.972973,0.0748019,0.016,0.9002,AAT; A1A; PI1; alpha-1-antitrypsin; A1AT; alpha1AT; PI,serpin family A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,5,APOA2,Y,0.945946,0.0228209,0.013,0.9244,,apolipoprotein A2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,6,APOA1,Y,0.891892,0.0586371,0.032,0.8396,,apolipoprotein A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,7,AMBP,Y,0.621622,0.0066561,0.013,0.6175,UTI; EDC1; HI30; IATIL; ITILC; ITI; ITIL,alpha-1-microglobulin/bikunin precursor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,8,APOH,Y,0.594595,0.000950872,0.004,0.594,BG; B2G1,apolipoprotein H,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,9,FGL1,Y,0.594595,0.0044374,0.004,0.592,HFREP-1,fibrinogen like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,10,TTR,Y,0.594595,0.0671949,0.055,0.5546,HsT2651; CTS; PALB; CTS1,transthyretin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,11,GC,Y,0.486486,0.00855784,0.009,0.4823,VDBP; hDBP,"GC, vitamin D binding protein","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,12,ANG,Y,0.459459,0.00697306,0.02,0.4563,RNASE5; RAA1,angiogenin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,13,APOB,Y,0.459459,0.00729002,0.015,0.4561,,apolipoprotein B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,14,TAT,Y,0.378378,0.0,0.002,0.3784,,tyrosine aminotransferase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,15,CYP2E1,Y,0.351351,0.000316957,0.003,0.3512,CYP2E,cytochrome P450 family 2 subfamily E member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,16,ASGR1,Y,0.351351,0.0107765,0.004,0.3476,CLEC4H1,asialoglycoprotein receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,17,CPS1,Y,0.297297,0.00126783,0.013,0.2969,,carbamoyl-phosphate synthase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,18,AKR1C1,Y,0.297297,0.0253566,0.005,0.2898,DDH; MBAB; DD1; HAKRC; DDH1,aldo-keto reductase family 1 member C1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,19,SLPI,Y,0.297297,0.0925515,0.048,0.2698,HUSI-I; BLPI; HUSI; WAP4; WFDC4,secretory leukocyte peptidase inhibitor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,20,CRP,Y,0.27027,0.00126783,0.002,0.2699,,C-reactive protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,21,RHOB,Y,0.27027,0.15309,0.23,0.2289,RhoB; RHOH6; MST081; ARH6; ARHB,ras homolog family member B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,22,BNIP3,Y,0.27027,0.161331,0.042,0.2267,Nip3,BCL2 interacting protein 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,23,TM4SF4,Y,0.243243,0.0183835,0.017,0.2388,il-TMP,transmembrane 4 L six family member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,24,ASS1,Y,0.243243,0.0383518,0.048,0.2339,CTLN1; ASS,argininosuccinate synthase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,25,SAT2,Y,0.243243,0.186054,0.042,0.198,SSAT2,spermidine/spermine N1-acetyltransferase family member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,26,ARG1,Y,0.216216,0.000950872,0.007,0.216,,arginase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,27,PAH,Y,0.216216,0.00538827,0.007,0.2151,PH,phenylalanine hydroxylase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,28,SCD,Y,0.216216,0.081458,0.022,0.1986,FADS5; SCDOS,stearoyl-CoA desaturase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,29,MSMO1,Y,0.216216,0.0874802,0.104,0.1973,DESP4; ERG25; SC4MOL,methylsterol monooxygenase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,30,TMEM97,Y,0.216216,0.0957211,0.068,0.1955,MAC30,transmembrane protein 97,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,31,CYP2C9,Y,0.189189,0.0,0.0,0.1892,P450IIC9; CYP2C10,cytochrome P450 family 2 subfamily C member 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,32,MASP2,Y,0.189189,0.0,0.001,0.1892,MASP1P1,mannan binding lectin serine peptidase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,33,HAMP,Y,0.189189,0.00190174,0.002,0.1888,LEAP-1; HEPC; HFE2B; LEAP1,hepcidin antimicrobial peptide,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,34,ALDH6A1,Y,0.189189,0.0110935,0.009,0.1871,MMSDH,aldehyde dehydrogenase 6 family member A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,35,APOM,Y,0.189189,0.0164818,0.01,0.1861,ApoM; G3a; NG20,apolipoprotein M,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,36,SULT1A1,Y,0.189189,0.0183835,0.012,0.1857,P-PST; STP1,sulfotransferase family 1A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,37,GLUL,Y,0.189189,0.301743,0.298,0.1321,GLNS,glutamate-ammonia ligase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,38,CYP3A4,Y,0.162162,0.0,0.0,0.1622,CYP3A3,cytochrome P450 family 3 subfamily A member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,39,APOA5,Y,0.162162,0.0,0.001,0.1622,RAP3; APOA-V,apolipoprotein A5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,40,PCK1,Y,0.162162,0.0139461,0.008,0.1599,PEPCK-C,phosphoenolpyruvate carboxykinase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,41,ACADM,Y,0.162162,0.0757528,0.072,0.1499,MCAD; MCADH; ACAD1,acyl-CoA dehydrogenase medium chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,42,SLC2A2,Y,0.135135,0.000316957,0.007,0.1351,GLUT2,solute carrier family 2 member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,43,CP,Y,0.135135,0.00507132,0.03,0.1344,,ceruloplasmin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,44,HSD11B1,Y,0.135135,0.00824089,0.022,0.134,SDR26C1; HSD11B; HSD11,hydroxysteroid 11-beta dehydrogenase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,45,TM7SF2,Y,0.135135,0.0278922,0.01,0.1314,ANG1; DHCR14A; NET47,transmembrane 7 superfamily member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,46,AQP3,Y,0.135135,0.0703645,0.025,0.1256,GIL,aquaporin 3 (Gill blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,47,CTNNB1,Y,0.135135,0.213312,0.052,0.1063,beta-catenin; armadillo; CTNNB,catenin beta 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,48,CYP2B6,Y,0.108108,0.0,0.0,0.1081,CPB6; CYPIIB6,cytochrome P450 family 2 subfamily B member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,49,CYP2A6,Y,0.108108,0.0,0.0,0.1081,CPA6; CYP2A3,cytochrome P450 family 2 subfamily A member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,50,CYP2A7,Y,0.108108,0.0,0.0,0.1081,,cytochrome P450 family 2 subfamily A member 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,51,HPR,Y,0.108108,0.000316957,0.0,0.1081,,haptoglobin-related protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,52,TM4SF5,Y,0.108108,0.00126783,0.022,0.108,,transmembrane 4 L six family member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,53,NNT,Y,0.108108,0.00316957,0.001,0.1078,,nicotinamide nucleotide transhydrogenase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,54,BCHE,Y,0.108108,0.00412044,0.003,0.1077,CHE2,butyrylcholinesterase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,55,PROX1,Y,0.108108,0.00982567,0.028,0.107,,prospero homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,56,ASL,Y,0.108108,0.0136292,0.017,0.1066,,argininosuccinate lyase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,57,SDC2,Y,0.108108,0.117908,0.078,0.0954,fibroglycan; SYND2; CD362; HSPG; HSPG1,syndecan 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,58,WTAP,Y,0.108108,0.277655,0.159,0.0781,KIAA0105; MGC3925; Mum2,WT1 associated protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,59,CYP2D6,Y,0.0810811,0.0,0.0,0.0811,CPD6; P450-DB1; P450C2D; CYP2DL1; CYP2D7P2; CYP2D7BP; CYP2D8P2; CYP2D7AP,cytochrome P450 family 2 subfamily D member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,60,TTC36,Y,0.0810811,0.0,0.002,0.0811,HBP21,tetratricopeptide repeat domain 36,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,61,C4B,Y,0.0810811,0.000316957,0.011,0.0811,CPAMD3; C4F; C4B1; C4B3; CH,complement C4B (Chido blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,62,GOLT1A,Y,0.0810811,0.00158479,0.0,0.081,FLJ42654; MGC62027,golgi transport 1A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,63,AQP9,Y,0.0810811,0.0022187,0.003,0.0809,SSC1; HsT17287,aquaporin 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,64,FGFR4,Y,0.0810811,0.00253566,0.003,0.0809,JTK2; CD334,fibroblast growth factor receptor 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,65,PON3,Y,0.0810811,0.00919176,0.01,0.0803,,paraoxonase 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Liver,Endoderm,Hepatocytes,66,SPTBN1,Y,0.0810811,0.119493,0.276,0.0714,,"spectrin beta, non-erythrocytic 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
